Date,Consensual,Disturbance,Property,Violent,White Collar,Total
2017-06-19,3.0,16.0,359.0,159.0,22.0,559.0
2017-06-20,7.0,20.0,405.0,192.0,22.0,646.0
2017-06-21,5.0,24.0,355.0,167.0,22.0,573.0
2017-06-22,7.0,14.0,387.0,190.0,16.0,614.0
2017-06-23,5.0,25.0,442.0,195.0,21.0,688.0
2017-06-24,4.0,8.0,419.0,211.0,11.0,653.0
2017-06-25,2.0,15.0,378.0,231.0,11.0,637.0
2017-06-26,4.0,28.0,406.0,171.0,20.0,629.0
2017-06-27,7.0,10.0,394.0,178.0,18.0,607.0
2017-06-28,10.0,24.0,361.0,169.0,24.0,588.0
2017-06-29,3.0,14.0,366.0,200.0,11.0,594.0
2017-06-30,4.0,20.0,478.0,173.0,20.0,695.0
2017-07-01,8.0,20.0,460.0,245.0,23.0,756.0
2017-07-02,6.0,11.0,390.0,178.0,10.0,595.0
2017-07-03,4.0,26.0,400.0,186.0,21.0,637.0
2017-07-04,4.0,25.0,380.0,246.0,10.0,665.0
2017-07-05,6.0,16.0,386.0,179.0,20.0,607.0
2017-07-06,13.0,17.0,360.0,176.0,20.0,586.0
2017-07-07,6.0,13.0,425.0,197.0,23.0,664.0
2017-07-08,2.0,21.0,374.0,208.0,14.0,619.0
2017-07-09,6.0,16.0,326.0,232.0,15.0,595.0
2017-07-10,3.0,21.0,378.0,191.0,21.0,614.0
2017-07-11,3.0,17.0,386.0,177.0,28.0,611.0
2017-07-12,4.0,25.0,373.0,176.0,24.0,602.0
2017-07-13,7.0,30.0,419.0,177.0,22.0,655.0
2017-07-14,,23.0,425.0,197.0,21.0,
2017-07-15,6.0,18.0,440.0,207.0,13.0,684.0
2017-07-16,5.0,20.0,380.0,229.0,11.0,645.0
2017-07-17,7.0,21.0,384.0,190.0,15.0,617.0
2017-07-18,7.0,18.0,417.0,197.0,19.0,658.0
2017-07-19,7.0,24.0,412.0,203.0,11.0,657.0
2017-07-20,10.0,21.0,437.0,184.0,8.0,660.0
2017-07-21,8.0,25.0,450.0,215.0,20.0,718.0
2017-07-22,5.0,16.0,439.0,193.0,20.0,673.0
2017-07-23,8.0,24.0,438.0,211.0,9.0,690.0
2017-07-24,2.0,22.0,398.0,178.0,17.0,617.0
2017-07-25,5.0,19.0,426.0,148.0,17.0,615.0
2017-07-26,9.0,18.0,397.0,178.0,16.0,618.0
2017-07-27,7.0,13.0,428.0,183.0,14.0,645.0
2017-07-28,7.0,16.0,414.0,185.0,21.0,643.0
2017-07-29,2.0,19.0,416.0,177.0,15.0,629.0
2017-07-30,5.0,16.0,348.0,234.0,17.0,620.0
2017-07-31,4.0,14.0,427.0,187.0,22.0,654.0
2017-08-01,4.0,29.0,498.0,199.0,26.0,756.0
2017-08-02,10.0,18.0,420.0,174.0,16.0,638.0
2017-08-03,8.0,19.0,391.0,197.0,25.0,640.0
2017-08-04,5.0,14.0,422.0,173.0,7.0,621.0
2017-08-05,10.0,24.0,394.0,224.0,8.0,660.0
2017-08-06,4.0,24.0,357.0,203.0,7.0,595.0
2017-08-07,7.0,16.0,415.0,181.0,15.0,634.0
2017-08-08,2.0,20.0,363.0,166.0,9.0,560.0
2017-08-09,6.0,15.0,380.0,159.0,12.0,572.0
2017-08-10,9.0,29.0,387.0,173.0,21.0,619.0
2017-08-11,8.0,14.0,413.0,162.0,16.0,613.0
2017-08-12,6.0,16.0,410.0,200.0,3.0,635.0
2017-08-13,7.0,18.0,371.0,199.0,8.0,603.0
2017-08-14,7.0,13.0,407.0,175.0,20.0,622.0
2017-08-15,9.0,18.0,410.0,175.0,23.0,635.0
2017-08-16,4.0,10.0,404.0,169.0,15.0,602.0
2017-08-17,4.0,22.0,401.0,168.0,23.0,618.0
2017-08-18,3.0,14.0,434.0,183.0,16.0,650.0
2017-08-19,4.0,14.0,423.0,173.0,10.0,624.0
2017-08-20,9.0,15.0,351.0,221.0,8.0,604.0
2017-08-21,4.0,23.0,409.0,173.0,18.0,627.0
2017-08-22,7.0,17.0,396.0,179.0,12.0,611.0
2017-08-23,8.0,19.0,399.0,168.0,16.0,610.0
2017-08-24,8.0,14.0,392.0,170.0,15.0,599.0
2017-08-25,6.0,26.0,443.0,167.0,23.0,665.0
2017-08-26,1.0,22.0,416.0,229.0,4.0,672.0
2017-08-27,7.0,17.0,372.0,227.0,9.0,632.0
2017-08-28,4.0,29.0,414.0,187.0,18.0,652.0
2017-08-29,8.0,19.0,379.0,183.0,18.0,607.0
2017-08-30,9.0,21.0,393.0,154.0,25.0,602.0
2017-08-31,10.0,26.0,454.0,205.0,16.0,711.0
2017-09-01,4.0,42.0,536.0,290.0,24.0,896.0
2017-09-02,3.0,20.0,387.0,220.0,13.0,643.0
2017-09-03,6.0,18.0,345.0,258.0,8.0,635.0
2017-09-04,5.0,21.0,355.0,193.0,17.0,591.0
2017-09-05,3.0,21.0,400.0,187.0,19.0,630.0
2017-09-06,8.0,32.0,389.0,173.0,14.0,616.0
2017-09-07,8.0,16.0,364.0,158.0,10.0,556.0
2017-09-08,9.0,18.0,448.0,183.0,15.0,673.0
2017-09-09,5.0,17.0,412.0,205.0,10.0,649.0
2017-09-10,7.0,21.0,345.0,233.0,7.0,613.0
2017-09-11,6.0,21.0,412.0,194.0,16.0,649.0
2017-09-12,4.0,23.0,411.0,179.0,19.0,636.0
2017-09-13,5.0,25.0,416.0,173.0,11.0,630.0
2017-09-14,3.0,22.0,429.0,163.0,16.0,633.0
2017-09-15,4.0,27.0,471.0,199.0,17.0,718.0
2017-09-16,10.0,24.0,415.0,210.0,11.0,670.0
2017-09-17,2.0,25.0,369.0,207.0,5.0,608.0
2017-09-18,4.0,21.0,413.0,169.0,20.0,627.0
2017-09-19,6.0,19.0,369.0,164.0,19.0,577.0
2017-09-20,4.0,23.0,395.0,175.0,10.0,607.0
2017-09-21,7.0,20.0,407.0,181.0,16.0,631.0
2017-09-22,7.0,19.0,472.0,172.0,17.0,687.0
2017-09-23,6.0,21.0,365.0,174.0,9.0,575.0
2017-09-24,6.0,13.0,402.0,220.0,6.0,647.0
2017-09-25,6.0,17.0,432.0,148.0,22.0,625.0
2017-09-26,5.0,21.0,393.0,176.0,14.0,609.0
2017-09-27,8.0,14.0,424.0,157.0,18.0,621.0
2017-09-28,7.0,19.0,402.0,178.0,13.0,619.0
2017-09-29,6.0,28.0,441.0,184.0,15.0,674.0
2017-09-30,4.0,14.0,421.0,175.0,15.0,629.0
2017-10-01,5.0,36.0,453.0,231.0,18.0,743.0
2017-10-02,5.0,20.0,388.0,178.0,18.0,609.0
2017-10-03,10.0,26.0,375.0,154.0,18.0,583.0
2017-10-04,9.0,19.0,388.0,143.0,10.0,569.0
2017-10-05,8.0,12.0,430.0,147.0,16.0,613.0
2017-10-06,8.0,27.0,485.0,153.0,13.0,686.0
2017-10-07,4.0,18.0,460.0,231.0,12.0,725.0
2017-10-08,4.0,18.0,369.0,198.0,5.0,594.0
2017-10-09,6.0,19.0,386.0,156.0,16.0,583.0
2017-10-10,6.0,23.0,383.0,161.0,19.0,592.0
2017-10-11,6.0,23.0,346.0,159.0,13.0,547.0
2017-10-12,5.0,17.0,380.0,166.0,21.0,589.0
2017-10-13,5.0,24.0,463.0,178.0,9.0,679.0
2017-10-14,6.0,20.0,425.0,218.0,7.0,676.0
2017-10-15,3.0,29.0,402.0,222.0,14.0,670.0
2017-10-16,4.0,28.0,391.0,197.0,14.0,634.0
2017-10-17,2.0,31.0,408.0,203.0,21.0,665.0
2017-10-18,5.0,11.0,406.0,191.0,25.0,638.0
2017-10-19,5.0,20.0,415.0,164.0,23.0,627.0
2017-10-20,8.0,27.0,509.0,216.0,19.0,779.0
2017-10-21,5.0,16.0,432.0,209.0,12.0,674.0
2017-10-22,7.0,13.0,397.0,202.0,4.0,623.0
2017-10-23,5.0,20.0,421.0,185.0,17.0,648.0
2017-10-24,13.0,18.0,393.0,202.0,14.0,640.0
2017-10-25,6.0,15.0,443.0,219.0,22.0,705.0
2017-10-26,4.0,16.0,377.0,222.0,9.0,628.0
2017-10-27,6.0,16.0,454.0,198.0,21.0,695.0
2017-10-28,5.0,23.0,436.0,202.0,8.0,674.0
2017-10-29,3.0,19.0,352.0,233.0,8.0,615.0
2017-10-30,4.0,20.0,389.0,175.0,16.0,604.0
2017-10-31,8.0,15.0,473.0,198.0,20.0,714.0
2017-11-01,5.0,29.0,467.0,225.0,24.0,750.0
2017-11-02,5.0,30.0,413.0,151.0,23.0,622.0
2017-11-03,6.0,20.0,483.0,177.0,22.0,708.0
2017-11-04,4.0,13.0,392.0,183.0,17.0,609.0
2017-11-05,5.0,18.0,380.0,191.0,4.0,598.0
2017-11-06,7.0,23.0,394.0,164.0,20.0,608.0
2017-11-07,5.0,25.0,399.0,153.0,13.0,595.0
2017-11-08,5.0,18.0,364.0,187.0,21.0,595.0
2017-11-09,3.0,29.0,359.0,173.0,13.0,577.0
2017-11-10,6.0,16.0,413.0,183.0,18.0,636.0
2017-11-11,3.0,15.0,370.0,178.0,7.0,573.0
2017-11-12,3.0,18.0,391.0,205.0,8.0,625.0
2017-11-13,3.0,26.0,431.0,175.0,21.0,656.0
2017-11-14,6.0,22.0,401.0,174.0,15.0,618.0
2017-11-15,2.0,22.0,391.0,179.0,23.0,617.0
2017-11-16,8.0,18.0,403.0,176.0,12.0,617.0
2017-11-17,3.0,16.0,430.0,186.0,13.0,648.0
2017-11-18,1.0,16.0,372.0,216.0,13.0,618.0
2017-11-19,4.0,16.0,354.0,168.0,5.0,547.0
2017-11-20,3.0,21.0,396.0,169.0,25.0,614.0
2017-11-21,6.0,19.0,409.0,174.0,12.0,620.0
2017-11-22,7.0,12.0,475.0,164.0,11.0,669.0
2017-11-23,8.0,17.0,352.0,197.0,4.0,578.0
2017-11-24,9.0,11.0,352.0,200.0,20.0,592.0
2017-11-25,5.0,20.0,390.0,179.0,7.0,601.0
2017-11-26,2.0,17.0,407.0,194.0,5.0,625.0
2017-11-27,5.0,17.0,412.0,144.0,15.0,593.0
2017-11-28,6.0,18.0,430.0,166.0,14.0,634.0
2017-11-29,6.0,23.0,421.0,167.0,10.0,627.0
2017-11-30,3.0,13.0,381.0,165.0,10.0,572.0
2017-12-01,7.0,19.0,509.0,204.0,26.0,765.0
2017-12-02,3.0,14.0,396.0,186.0,16.0,615.0
2017-12-03,4.0,19.0,371.0,174.0,11.0,579.0
2017-12-04,1.0,19.0,403.0,143.0,21.0,587.0
2017-12-05,10.0,12.0,386.0,154.0,15.0,577.0
2017-12-06,7.0,16.0,385.0,156.0,11.0,575.0
2017-12-07,5.0,17.0,371.0,155.0,12.0,560.0
2017-12-08,6.0,19.0,426.0,151.0,6.0,608.0
2017-12-09,3.0,18.0,391.0,200.0,9.0,621.0
2017-12-10,6.0,19.0,396.0,198.0,8.0,627.0
2017-12-11,10.0,25.0,384.0,173.0,11.0,603.0
2017-12-12,5.0,24.0,410.0,156.0,16.0,611.0
2017-12-13,8.0,16.0,421.0,143.0,13.0,601.0
2017-12-14,6.0,18.0,421.0,153.0,8.0,606.0
2017-12-15,6.0,22.0,456.0,213.0,29.0,726.0
2017-12-16,7.0,17.0,373.0,152.0,14.0,563.0
2017-12-17,6.0,20.0,379.0,178.0,11.0,594.0
2017-12-18,1.0,20.0,469.0,154.0,17.0,661.0
2017-12-19,6.0,16.0,399.0,133.0,21.0,575.0
2017-12-20,2.0,17.0,451.0,151.0,23.0,644.0
2017-12-21,1.0,9.0,413.0,151.0,14.0,588.0
2017-12-22,3.0,16.0,449.0,175.0,11.0,654.0
2017-12-23,3.0,12.0,371.0,177.0,5.0,568.0
2017-12-24,4.0,19.0,370.0,157.0,7.0,557.0
2017-12-25,8.0,10.0,302.0,178.0,3.0,501.0
2017-12-26,2.0,17.0,374.0,129.0,10.0,532.0
2017-12-27,7.0,12.0,354.0,143.0,14.0,530.0
2017-12-28,3.0,17.0,380.0,161.0,10.0,571.0
2017-12-29,6.0,16.0,420.0,168.0,11.0,621.0
2017-12-30,7.0,12.0,368.0,165.0,8.0,560.0
2017-12-31,4.0,11.0,360.0,168.0,7.0,550.0
