Date Occurred,Consensual,Disturbance,Property,Violent,White Collar
12/10/2017,6.0,19.0,396.0,198.0,8.0
12/11/2015,2.0,15.0,439.0,151.0,13.0
12/11/2016,9.0,12.0,374.0,174.0,8.0
12/11/2017,10.0,25.0,384.0,173.0,11.0
12/12/2015,5.0,9.0,389.0,165.0,11.0
12/12/2016,1.0,14.0,417.0,168.0,26.0
12/12/2017,5.0,24.0,410.0,156.0,16.0
12/13/2015,3.0,21.0,388.0,182.0,8.0
12/13/2016,3.0,10.0,371.0,171.0,16.0
12/13/2017,8.0,16.0,421.0,143.0,13.0
12/14/2015,3.0,15.0,364.0,145.0,16.0
12/14/2016,9.0,14.0,436.0,164.0,19.0
12/14/2017,6.0,18.0,421.0,153.0,8.0
12/15/2015,3.0,22.0,491.0,150.0,21.0
12/15/2016,9.0,14.0,494.0,147.0,22.0
12/15/2017,6.0,22.0,456.0,213.0,29.0
12/16/2015,9.0,15.0,386.0,129.0,15.0
12/16/2016,4.0,22.0,478.0,148.0,23.0
12/16/2017,7.0,17.0,373.0,152.0,14.0
12/17/2015,5.0,11.0,346.0,139.0,15.0
12/17/2016,9.0,14.0,418.0,154.0,13.0
12/17/2017,6.0,20.0,379.0,178.0,11.0
12/18/2015,2.0,13.0,410.0,149.0,22.0
12/18/2016,8.0,20.0,378.0,185.0,13.0
12/18/2017,1.0,20.0,469.0,154.0,17.0
12/19/2015,1.0,19.0,383.0,171.0,12.0
12/19/2016,3.0,15.0,423.0,147.0,33.0
12/19/2017,6.0,16.0,399.0,133.0,21.0
12/20/2015,3.0,14.0,410.0,163.0,12.0
12/20/2016,7.0,19.0,459.0,161.0,16.0
12/20/2017,2.0,17.0,451.0,151.0,23.0
12/21/2015,5.0,13.0,443.0,143.0,14.0
12/21/2016,3.0,10.0,420.0,129.0,9.0
12/21/2017,1.0,9.0,413.0,151.0,14.0
12/22/2015,3.0,9.0,411.0,128.0,16.0
12/22/2016,10.0,17.0,439.0,139.0,19.0
12/22/2017,3.0,16.0,449.0,175.0,11.0
12/23/2015,3.0,16.0,451.0,135.0,16.0
12/23/2016,4.0,11.0,498.0,148.0,12.0
12/23/2017,3.0,12.0,371.0,177.0,5.0
12/24/2015,6.0,13.0,418.0,171.0,13.0
12/24/2016,2.0,15.0,407.0,141.0,14.0
12/24/2017,4.0,19.0,370.0,157.0,7.0
12/25/2015,8.0,16.0,266.0,166.0,3.0
12/25/2016,5.0,16.0,296.0,158.0,5.0
12/25/2017,8.0,10.0,302.0,178.0,3.0
12/26/2015,10.0,13.0,343.0,134.0,7.0
12/26/2016,9.0,14.0,334.0,161.0,14.0
12/26/2017,2.0,17.0,374.0,129.0,10.0
12/27/2015,4.0,17.0,319.0,152.0,7.0
12/27/2016,3.0,17.0,377.0,130.0,14.0
12/27/2017,7.0,12.0,354.0,143.0,14.0
12/28/2015,3.0,11.0,364.0,135.0,28.0
12/28/2016,6.0,12.0,401.0,137.0,14.0
12/28/2017,3.0,17.0,380.0,161.0,10.0
12/29/2015,4.0,10.0,362.0,125.0,11.0
12/29/2016,8.0,10.0,406.0,135.0,19.0
12/29/2017,6.0,16.0,420.0,168.0,11.0
12/30/2015,1.0,8.0,388.0,135.0,13.0
12/30/2016,5.0,11.0,437.0,152.0,20.0
12/30/2017,7.0,12.0,368.0,165.0,8.0
12/31/2015,8.0,11.0,431.0,150.0,20.0
12/31/2016,5.0,16.0,387.0,165.0,4.0
12/31/2017,4.0,11.0,360.0,168.0,7.0
